module,rotation,UDI-f,UDI-a,UDI-e
module_2_1,0,40.93,59.07,0
module_2_1,0,37.04,62.96,0
module_2_1,0,43.34,56.66,0
module_2_1,0,94.88,5.12,0
module_2_1,0,100,0,0
module_2_1,0,100,0,0
module_2_1,0,100,0,0
module_2_1,0,100,0,0
module_2_1,0,100,0,0
module_2_1,0,100,0,0
module_2_1,0,100,0,0
module_2_1,0,100,0,0
module_2_1,0,100,0,0
module_2_1,0,100,0,0
module_2_1,0,100,0,0
module_2_1,0,100,0,0
module_2_1,0,100,0,0
module_2_1,0,100,0,0
module_2_1,0,100,0,0
module_2_1,0,100,0,0
module_2_1,0,100,0,0
module_2_1,0,100,0,0
module_2_1,0,100,0,0
module_2_1,0,100,0,0
module_2_1,0,13.04,86.96,0
module_2_1,0,12.19,87.81,0
module_2_1,0,10.38,89.62,0
module_2_1,0,9.32,90.68,0
module_2_1,0,8.25,91.75,0
module_2_1,0,7.56,92.44,0
module_2_1,0,13.89,86.11,0
module_2_1,0,12.58,87.42,0
module_2_1,0,10.27,89.73,0
module_2_1,0,8.99,91.01,0
module_2_1,0,8.05,91.95,0
module_2_1,0,7.18,92.82,0
module_2_1,0,14.3,85.7,0
module_2_1,0,12.49,87.51,0
module_2_1,0,10.36,89.64,0
module_2_1,0,8.9,91.1,0
module_2_1,0,7.97,92.03,0
module_2_1,0,7.07,92.93,0
module_2_1,0,16.03,83.97,0
module_2_1,0,30.79,69.21,0
module_2_1,0,75.89,24.11,0
module_2_1,0,8.52,91.48,0
module_2_1,0,7.7,92.3,0
module_2_1,0,11.15,88.85,0
module_2_1,0,7.48,92.52,0
module_2_1,0,6.52,85.51,7.97
module_2_1,0,6.38,69.62,24
module_2_1,0,6.38,60.27,33.34
module_2_1,0,6.38,60.58,33.04
module_2_1,0,6.38,72.22,21.4
module_2_1,0,7.62,92.3,0.08
module_2_1,0,6.85,87.62,5.53
module_2_1,0,6.63,83.95,9.42
module_2_1,0,6.52,79.15,14.33
module_2_1,0,6.47,77.97,15.56
module_2_1,0,6.41,81.86,11.73
module_2_1,0,7.81,91.56,0.63
module_2_1,0,7.21,89.45,3.34
module_2_1,0,6.85,88.44,4.71
module_2_1,0,6.63,87.1,6.27
module_2_1,0,6.6,87.23,6.16
module_2_1,0,6.44,88.44,5.12
module_2_1,0,8.03,91.42,0.55
module_2_1,0,7.64,91.53,0.82
module_2_1,0,6.99,91.18,1.84
module_2_1,0,6.79,90.36,2.85
module_2_1,0,6.63,91.21,2.16
module_2_1,0,6.47,91.56,1.97
module_2_1,0,8.36,91.64,0
module_2_1,0,7.81,91.84,0.36
module_2_1,0,7.32,92.27,0.41
module_2_1,0,6.85,92.71,0.44
module_2_1,0,6.63,93.01,0.36
module_2_1,0,6.47,93.1,0.44
module_2_1,0,8.52,91.48,0
module_2_1,0,8.11,91.89,0
module_2_1,0,7.7,92.3,0
module_2_1,0,6.96,93.04,0
module_2_1,0,6.71,93.29,0
module_2_1,0,6.58,93.42,0
module_2_1,0,9.07,90.93,0
module_2_1,0,8.41,91.59,0
module_2_1,0,7.67,92.33,0
module_2_1,0,7.04,92.96,0
module_2_1,0,6.79,93.21,0
module_2_1,0,6.63,93.37,0
module_2_1,0,10.99,89.01,0
module_2_1,0,21.12,78.88,0
module_2_1,0,39.42,60.58,0
